id,pharmacy_id,medicine_id,quantity_dispensed,unit_price_etb,total_price_etb,transaction_date,month,day_of_week,is_weekend,prescription_required
1,1,3,33,True,33,2024-11-07,11,3,False,False
2,1,26,41,True,41,2024-11-07,11,3,False,False
3,1,78,29,True,29,2024-11-07,11,3,False,False
4,1,28,53,True,53,2024-11-07,11,3,False,False
5,1,1,333,True,333,2024-11-07,11,3,False,False
6,1,90,48,True,48,2024-11-07,11,3,False,False
7,1,36,305,True,305,2024-11-07,11,3,False,False
8,1,56,45,False,0,2024-11-07,11,3,False,False
9,1,83,37,False,0,2024-11-07,11,3,False,False
10,1,71,48,True,48,2024-11-07,11,3,False,False
11,1,43,45,True,45,2024-11-07,11,3,False,False
12,1,32,51,True,51,2024-11-07,11,3,False,False
13,1,41,44,True,44,2024-11-07,11,3,False,False
14,1,112,50,False,0,2024-11-08,11,4,False,False
15,1,1,352,True,352,2024-11-08,11,4,False,False
16,1,70,48,True,48,2024-11-08,11,4,False,False
17,1,59,35,True,35,2024-11-08,11,4,False,False
18,1,111,30,True,30,2024-11-08,11,4,False,False
19,1,26,41,True,41,2024-11-08,11,4,False,False
20,1,88,52,True,52,2024-11-08,11,4,False,False
21,1,11,46,True,46,2024-11-08,11,4,False,False
22,1,84,29,True,29,2024-11-08,11,4,False,False
23,1,65,54,True,54,2024-11-08,11,4,False,False
24,1,3,51,True,51,2024-11-08,11,4,False,False
25,1,74,55,True,55,2024-11-08,11,4,False,False
26,1,120,35,True,35,2024-11-08,11,4,False,False
27,1,103,48,False,0,2024-11-08,11,4,False,False
28,1,105,57,True,57,2024-11-08,11,4,False,False
29,1,24,121,True,121,2024-11-08,11,4,False,False
30,1,83,47,False,0,2024-11-08,11,4,False,False
31,1,71,51,True,51,2024-11-08,11,4,False,False
32,1,58,35,True,35,2024-11-08,11,4,False,False
33,1,38,44,True,44,2024-11-08,11,4,False,False
34,1,19,40,True,40,2024-11-08,11,4,False,False
35,1,18,57,True,57,2024-11-08,11,4,False,False
36,1,107,33,True,33,2024-11-08,11,4,False,False
37,1,101,36,True,36,2024-11-08,11,4,False,False
38,1,58,43,True,43,2024-11-08,11,4,False,False
39,1,12,52,True,52,2024-11-08,11,4,False,False
40,1,46,43,True,43,2024-11-08,11,4,False,False
41,1,88,46,True,46,2024-11-08,11,4,False,False
42,1,113,40,False,0,2024-11-08,11,4,False,False
43,1,3,55,True,55,2024-11-08,11,4,False,False
44,1,102,54,False,0,2024-11-08,11,4,False,False
45,1,38,43,True,43,2024-11-08,11,4,False,False
46,1,30,40,True,40,2024-11-08,11,4,False,False
47,1,112,54,False,0,2024-11-08,11,4,False,False
48,1,20,38,True,38,2024-11-08,11,4,False,False
49,1,64,38,True,38,2024-11-09,11,5,True,False
50,1,115,41,False,0,2024-11-09,11,5,True,False
51,1,78,42,True,42,2024-11-09,11,5,True,False
52,1,83,45,False,0,2024-11-09,11,5,True,False
53,1,12,31,True,31,2024-11-09,11,5,True,False
54,1,30,47,True,47,2024-11-09,11,5,True,False
55,1,70,55,True,55,2024-11-09,11,5,True,False
56,1,18,30,True,30,2024-11-09,11,5,True,False
57,1,32,35,True,35,2024-11-09,11,5,True,False
58,1,13,245,True,245,2024-11-09,11,5,True,False
59,1,29,35,True,35,2024-11-09,11,5,True,False
60,1,112,36,False,0,2024-11-09,11,5,True,False
61,1,113,60,False,0,2024-11-09,11,5,True,False
62,1,15,52,True,52,2024-11-09,11,5,True,False
63,1,78,56,True,56,2024-11-09,11,5,True,False
64,1,76,38,True,38,2024-11-09,11,5,True,False
65,1,56,52,False,0,2024-11-09,11,5,True,False
66,1,56,37,False,0,2024-11-09,11,5,True,False
67,1,74,47,True,47,2024-11-09,11,5,True,False
68,1,65,50,True,50,2024-11-09,11,5,True,False
69,1,12,43,True,43,2024-11-09,11,5,True,False
70,1,106,32,True,32,2024-11-09,11,5,True,False
71,1,65,51,True,51,2024-11-09,11,5,True,False
72,1,13,285,True,285,2024-11-09,11,5,True,False
73,1,44,50,True,50,2024-11-09,11,5,True,False
74,1,88,52,True,52,2024-11-09,11,5,True,False
75,1,20,48,True,48,2024-11-09,11,5,True,False
76,1,115,42,False,0,2024-11-09,11,5,True,False
77,1,32,35,True,35,2024-11-09,11,5,True,False
78,1,5,36,True,36,2024-11-09,11,5,True,False
79,1,119,33,False,0,2024-11-09,11,5,True,False
80,1,106,52,True,52,2024-11-09,11,5,True,False
81,1,66,38,False,0,2024-11-09,11,5,True,False
82,1,38,44,True,44,2024-11-09,11,5,True,False
83,1,64,38,True,38,2024-11-09,11,5,True,False
84,1,105,49,True,49,2024-11-09,11,5,True,False
85,1,59,34,True,34,2024-11-10,11,6,True,False
86,1,18,32,True,32,2024-11-10,11,6,True,False
87,1,6,37,True,37,2024-11-10,11,6,True,False
88,1,74,50,True,50,2024-11-10,11,6,True,False
89,1,83,43,False,0,2024-11-10,11,6,True,False
90,1,11,51,True,51,2024-11-10,11,6,True,False
91,1,72,30,False,0,2024-11-10,11,6,True,False
92,1,107,43,True,43,2024-11-10,11,6,True,False
93,1,112,34,False,0,2024-11-10,11,6,True,False
94,1,115,46,False,0,2024-11-10,11,6,True,False
95,1,21,54,True,54,2024-11-10,11,6,True,False
96,1,88,30,True,30,2024-11-10,11,6,True,False
97,1,46,52,True,52,2024-11-10,11,6,True,False
98,1,45,38,True,38,2024-11-10,11,6,True,False
99,1,3,54,True,54,2024-11-10,11,6,True,False
100,1,92,37,True,37,2024-11-10,11,6,True,False
101,1,50,39,True,39,2024-11-10,11,6,True,False
102,1,57,328,True,328,2024-11-10,11,6,True,False
103,1,56,34,False,0,2024-11-10,11,6,True,False
104,1,75,59,True,59,2024-11-10,11,6,True,False
105,1,114,40,True,40,2024-11-10,11,6,True,False
106,1,106,41,True,41,2024-11-11,11,0,False,False
107,1,64,46,True,46,2024-11-11,11,0,False,False
108,1,105,54,True,54,2024-11-11,11,0,False,False
109,1,74,58,True,58,2024-11-11,11,0,False,False
110,1,24,98,True,98,2024-11-11,11,0,False,False
111,1,64,37,True,37,2024-11-11,11,0,False,False
112,1,111,53,True,53,2024-11-11,11,0,False,False
113,1,54,51,True,51,2024-11-11,11,0,False,False
114,1,107,40,True,40,2024-11-11,11,0,False,False
115,1,57,210,True,210,2024-11-11,11,0,False,False
116,1,37,35,True,35,2024-11-11,11,0,False,False
117,1,38,30,True,30,2024-11-11,11,0,False,False
118,1,21,47,True,47,2024-11-11,11,0,False,False
119,1,95,45,True,45,2024-11-12,11,1,False,False
120,1,23,139,True,139,2024-11-12,11,1,False,False
121,1,66,39,False,0,2024-11-12,11,1,False,False
122,1,106,51,True,51,2024-11-12,11,1,False,False
123,1,6,46,True,46,2024-11-12,11,1,False,False
124,1,104,45,False,0,2024-11-12,11,1,False,False
125,1,4,47,True,47,2024-11-12,11,1,False,False
126,1,112,49,False,0,2024-11-12,11,1,False,False
127,1,95,34,True,34,2024-11-12,11,1,False,False
128,1,78,49,True,49,2024-11-12,11,1,False,False
129,1,88,36,True,36,2024-11-12,11,1,False,False
130,1,84,51,True,51,2024-11-12,11,1,False,False
131,1,12,52,True,52,2024-11-12,11,1,False,False
132,1,20,60,True,60,2024-11-12,11,1,False,False
133,1,14,32,True,32,2024-11-12,11,1,False,False
134,1,5,52,True,52,2024-11-12,11,1,False,False
135,1,115,33,False,0,2024-11-12,11,1,False,False
136,1,104,35,False,0,2024-11-12,11,1,False,False
137,1,103,36,False,0,2024-11-12,11,1,False,False
138,1,74,46,True,46,2024-11-12,11,1,False,False
139,1,56,37,False,0,2024-11-12,11,1,False,False
140,1,13,264,True,264,2024-11-12,11,1,False,False
141,1,104,40,False,0,2024-11-12,11,1,False,False
142,1,25,123,True,123,2024-11-12,11,1,False,False
143,1,60,51,True,51,2024-11-12,11,1,False,False
144,1,14,35,True,35,2024-11-12,11,1,False,False
145,1,65,47,True,47,2024-11-12,11,1,False,False
146,1,26,44,True,44,2024-11-12,11,1,False,False
147,1,36,285,True,285,2024-11-12,11,1,False,False
148,1,38,36,True,36,2024-11-12,11,1,False,False
149,1,69,36,True,36,2024-11-12,11,1,False,False
150,1,60,50,True,50,2024-11-12,11,1,False,False
151,1,14,56,True,56,2024-11-12,11,1,False,False
152,1,120,47,True,47,2024-11-12,11,1,False,False
153,1,6,40,True,40,2024-11-12,11,1,False,False
154,1,92,53,True,53,2024-11-12,11,1,False,False
155,1,37,38,True,38,2024-11-12,11,1,False,False
156,1,95,58,True,58,2024-11-13,11,2,False,False
157,1,103,40,False,0,2024-11-13,11,2,False,False
158,1,102,52,False,0,2024-11-13,11,2,False,False
159,1,108,56,True,56,2024-11-13,11,2,False,False
160,1,71,44,True,44,2024-11-13,11,2,False,False
161,1,64,36,True,36,2024-11-13,11,2,False,False
162,1,114,58,True,58,2024-11-13,11,2,False,False
163,1,5,46,True,46,2024-11-13,11,2,False,False
164,1,102,40,False,0,2024-11-13,11,2,False,False
165,1,11,37,True,37,2024-11-13,11,2,False,False
166,1,118,55,False,0,2024-11-13,11,2,False,False
167,1,117,52,True,52,2024-11-13,11,2,False,False
168,1,21,41,True,41,2024-11-13,11,2,False,False
169,1,87,57,False,0,2024-11-13,11,2,False,False
170,1,87,44,False,0,2024-11-13,11,2,False,False
171,1,16,32,True,32,2024-11-13,11,2,False,False
172,1,83,34,False,0,2024-11-13,11,2,False,False
173,1,108,58,True,58,2024-11-13,11,2,False,False
174,1,23,152,True,152,2024-11-13,11,2,False,False
175,1,55,34,False,0,2024-11-13,11,2,False,False
176,1,112,38,False,0,2024-11-13,11,2,False,False
177,1,72,49,False,0,2024-11-13,11,2,False,False
178,1,113,37,False,0,2024-11-13,11,2,False,False
179,1,20,56,True,56,2024-11-13,11,2,False,False
180,1,25,121,True,121,2024-11-13,11,2,False,False
181,1,114,58,True,58,2024-11-13,11,2,False,False
182,1,111,55,True,55,2024-11-13,11,2,False,False
183,1,12,53,True,53,2024-11-13,11,2,False,False
184,1,20,57,True,57,2024-11-13,11,2,False,False
185,1,70,49,True,49,2024-11-13,11,2,False,False
186,1,18,33,True,33,2024-11-13,11,2,False,False
187,1,64,32,True,32,2024-11-13,11,2,False,False
188,1,29,44,True,44,2024-11-13,11,2,False,False
189,1,25,74,True,74,2024-11-14,11,3,False,False
190,1,64,55,True,55,2024-11-14,11,3,False,False
191,1,113,39,False,0,2024-11-14,11,3,False,False
192,1,41,48,True,48,2024-11-14,11,3,False,False
193,1,95,43,True,43,2024-11-14,11,3,False,False
194,1,78,53,True,53,2024-11-14,11,3,False,False
